,Product_Name,Alcohol_Percent,Alcohol_Amount,Alcohol_Price
111,Bimber Spirit of the Underground Oxford Circus Sample,58.8,3,9.95
112,Bimber Spirit of the Underground Baker Street Sample,58.1,3,9.95
113,Oxford Rye Whisky 002 Sample,47.4,3,8.45
114,Starward Fortis Single Malt Sample,50,3,6.25
115,Starward Left Field Single Malt Sample,40,3,4.75
116,Kavalan Sherry Oak Sample,46,3,8.75
117,Mackmyra Prestige Sample,46.1,3,8.95
118,Cotswolds 3 Year Old Sample,50.4,3,7.25
119,Adnams 7 Year Old Sample,50,3,6.75
120,Amrut Fusion X Sample,50,3,23.95
121,Starward 2016 Sample,57,3,7.95
122,Mackmyra Moment Efva Sample,46.3,3,8.95
123,Bimber Spirit of the Underground King's Cross Sample,58.5,3,9.95
124,Non-Traditional Grains Whisky Tasting Set,43.5,12,24.95
125,Seven Seals Port Wood Finish Sample,46,3,7.25
126,Milk & Honey Israeli Whisky Tasting Set,44.7,18,44.95
